,barcode,url_openfoodfact,product_name,brands,brands_tags,categories,categories_tags,countries,ingredients_text,allergens_tags,serving_size,serving_quantity,additives_n,additives_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_2,states,brand_owner,main_category,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,nutrition-score-fr_100g,nutriscore,additifs_Sans,ingredients_from_palm_oil_n_1,ingredients_from_palm_oil_n_2,ingredients_that_may_be_from_palm_oil_n_1,ingredients_that_may_be_from_palm_oil_n_2,pnns_groups_1_Fruits and vegetables,pnns_groups_1_Salty snacks,pnns_groups_1_unknown
8421,'665244204128,https://world-fr.openfoodfacts.org/produit/0665244204128,Banana Chips,Delicious Delights,delicious-delights,Snacks  Salty snacks,en:snacks en:salty-snacks,en:Ireland,Banana  FD &C Yellow No.5 (E102)  Fully Hydrogenated Vegetable Oil  Salt.,,100g,100,-0.2066529411438092,en:e102,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,en:salty-snacks,https://images.openfoodfacts.org/images/products/066/524/420/4128/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/066/524/420/4128/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/066/524/420/4128/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/066/524/420/4128/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/066/524/420/4128/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/066/524/420/4128/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/066/524/420/4128/nutrition_en.13.400.jpg,,,-0.3500507763779584,,,,20.0,-0.044624450575912064,,-0.512893544257552,-0.4066905883554515,-0.08047289319616363,,,,,,False,0,0,0,0,0,0,1,0
8422,'9415077092468,https://world-fr.openfoodfacts.org/produit/9415077092468,Pam's Corn Chip double cheese,,,,,en:New Zealand,corn (72%)  palm oil  milk solids  salt  sugar  vegetable powders (tomato  garlic  onion)  dextrose  cheese powder (contains milk)  mineral salt (508)  yeast extract  natural flavours (contain milk)  spice extracts  acidity regulators (270  327  330)  anti-caking agent (551)  herb extract  humectant (1520)  rice bran oil ,en:milk,,,1.8984703981819206,en:e1520 en:e270 en:e327 en:e330 en:e551,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/941/507/709/2468/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/941/507/709/2468/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,0,1
8426,'55000383646,https://world-fr.openfoodfacts.org/produit/0055000383646,Scoop vanilla caramel chip,,,,,en:Canada,modified milk ingredients  suc lucose  caramel sirup siere condensed milk  sugar  water  corn syrup  cu:onut oil  brownr sat tra flavour  sodium citrate  carrageenan  soy lecithin  potassilme otrc acid) concentrated skim milk  chocolateyps (sugar  cocon 2oa bite corn starch  soy lecithin  natural flavou k  coconut clno delusne cellulose gum  propylene glycol monoste te  carob beah ragena dioxide flavour and artificial flavour. ma contain peanutse muts ingr?dients: substances laiti?res modifies  sucre  glucose carme la concentre sucr?  sucre  eau  sirop de mais  huile de copra cnde sel arde ede oodum oaddacu?nine i?cituine de sovarate de rotas,en:milk en:soybeans,,,1.3721895633504881,en:e322 en:e322i en:e331 en:e407 en:e466,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/005/500/038/3646/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/005/500/038/3646/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/005/500/038/3646/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/005/500/038/3646/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/005/500/038/3646/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/005/500/038/3646/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/005/500/038/3646/nutrition_en.10.400.jpg,112,-1.210659501628756,-0.5094125147008923,3 2,,,17.6,-0.04462439802224589,,-0.455680088241999,-0.4134439784391789,-0.09093807018433737,,,,,,False,0,0,0,0,0,0,0,1
8429,'6009510809657,https://world-fr.openfoodfacts.org/produit/6009510809657,Cheesy Simba Chips,,,,,en:South Africa,simha creamy cheddar slavoured potato chips ngredients: potat005  vegetable oil (palm frt andror maize germ or sunflower seedi withr ntioxidant bhot milk sands (whey powder (cows le corn flour salt  creamer [maltouexm  vegetable fat (pai ruit)  emulsifier e181 (ctws milk)  msg tlavo enbancer (e6211lavourings (cow's milk)  potassium chlor de (e508)  sugar  maftodextrin  acitity regulators (e359 e270)  anticakng 08onts tes51  e341(c)]   vezetable powders ion garlo flavour enhancers (e631  e627)  colourants [etu  e104  eig0(c))  contains cow's milk typical,en:milk,,,3.477312902676218,en:e104 en:e181 en:e270 en:e341 en:e359 en:e508 en:e627 en:e631,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/600/951/080/9657/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/600/951/080/9657/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
8433,'5060110484041,https://world-fr.openfoodfacts.org/produit/5060110484041,Homestyle Chips,,,,,en:gb,dextrin,,,,-0.2066529411438092,en:e1400,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-to-be-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/506/011/048/4041/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/506/011/048/4041/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/506/011/048/4041/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/506/011/048/4041/front_en.3.200.jpg,,,https://images.openfoodfacts.org/images/products/506/011/048/4041/nutrition_en.5.400.jpg,175,-0.9074081703723026,-0.5147245726449902,0 3,,,30.0,-0.044624609782606676,,-0.25543299218756405,-0.40801190380661556,-0.08252042782428459,,,,,,False,0,0,0,0,0,0,1,0
8434,'4820007057533,https://world-fr.openfoodfacts.org/produit/4820007057533,chips,,,,,en:United States,wavy oval pellet (potato starch  dehydrated potatoes  oried potato  corn flour  rice flour  salt  rapeseed oil  turmeric [for color])  sunflower oil  veal and adjika flavor (glucose  salt  sugar  natural and artificial flavors  coriander  monosodium glutamate  disodium guanylate  disodium inosinate  paprika [for calor)  naturaavors  store at room temperature away from direct sunlight  the lot number (l) and expiry date are indicated on the package   product of ukraine ,,,,0.8459087285190557,en:e621 en:e627 en:e631,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/482/000/705/7533/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/482/000/705/7533/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
8435,'60410054666,https://world-fr.openfoodfacts.org/produit/0060410054666,Sun chips,,,,,en:ca,WHOLE CORN  VEGETABLE OIL  WHOLE WHEAT  BROWN RICE FLOUR  WHOLE OAT FLOUR  SEASONING (MODIFIED MILK INGREDIENTS  SALT  ONION POWDER  SOUR CREAM  SUGAR  NATURAL FLAVOUR [CONTAINS MUSTARD]  GUM ACACIA  MOZZARELLA CHEESE  YEAST EXTRACT  SPICE AND HERB). SUGAR  NATURAL FLAVOUR  CORN MALTODEXTRIN. CONTAINS WHEAT  OAT  MILK AND MUSTARD INGREDIENTS INGRï¿½DIENTS : MAï¿½S ENTIER  HUILE Vï¿½Gï¿½TALE. FARINE DE RIZ BRUN  ASSAISONNEMENT (INGREDIENTS LATERS MODIFIï¿½S SEL OICNON CN DOUDDE CRï¿½ME SURE SUCRE  ARï¿½ME BLï¿½ ENTIER. FARINE D'AVOINE ENTIï¿½RE ,en:gluten,,,-0.2066529411438092,en:e414,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/006/041/005/4666/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/006/041/005/4666/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/006/041/005/4666/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/006/041/005/4666/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/006/041/005/4666/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/006/041/005/4666/ingredients_fr.7.200.jpg,https://images.openfoodfacts.org/images/products/006/041/005/4666/nutrition_fr.5.400.jpg,480,0.563879657320605,-0.08444787917306841,3,,,64.0,-0.04462449694679399,,0.15459677592389812,-0.3949455621228822,-0.06227258539064407,,,,,,False,0,0,0,1,0,0,1,0
8438,'41220886357,https://world-fr.openfoodfacts.org/produit/0041220886357,Thin Barbecue chips HEB,H-E-B,h-e-b,,,en:United States,potatoes  vegetable oil (contains one or more of the following: cottonseed oil  corn oil  soybean oil  safflower oil  and/or sunflower oil)  salt  sugar  dextrose  torula yeast  garlic and onion powder  tomato powder  bakers yeast extract (yeast extract  salt)  paprika  maltodextrin  spices  citric acid  extractive of paprika. natural smoke flavor  sunflower oil  contains 2% or less of silicon dioxide (anticaking). manufactured in a facility that processes milk  soy  wheat,en:gluten en:soybeans,,,-0.2066529411438092,en:e330,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/004/122/088/6357/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/004/122/088/6357/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/004/122/088/6357/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/004/122/088/6357/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/004/122/088/6357/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/004/122/088/6357/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
8441,'6009881003159,https://world-fr.openfoodfacts.org/produit/6009881003159,Chips,,,,,en:South Africa,ingredients  maize  vegetable oil (palm fruit and/or malze germ or sunflower feed)  salt  maltodextrin  sugar  monosodium glutamate (lavour enhancer (e621))  onion (irradiated)  colourants e150c  e110)  garlic (irradiated)  yeast extract  flavour er  aancers (e531  e627)  anticaking agent (e551)  vegetable fat (sunflower (tbhq (e31 )))  flavourings  spice  acid (e3?0) and capsicum extract,,,,2.424751233013353,en:e110 en:e150c en:e319 en:e551 en:e621 en:e627,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-to-be-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/600/988/100/3159/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/600/988/100/3159/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
8443,'6009650908258,https://world-fr.openfoodfacts.org/produit/6009650908258,sweet potato chips,,,,,en:Australia,sweet potato (87%)  batter (maize flour  rice flour  modified starch (maizel  garlic powder (8%)  herb extract  starch  onion powder  herbs (rosemary (2%)  parsley)  yeast extract  tapioca dextrin  spice extract  natural colour (160c)  stabiliser (415))  sunflower oil ,,,,1.3721895633504881,en:e1400 en:e14xx en:e160c en:e415,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/600/965/090/8258/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/600/965/090/8258/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
8447,'7622210693501,https://world-fr.openfoodfacts.org/produit/7622210693501,Chips Ahoy!,,,,,United-States,7622210l693501 MONDL EZ PERU S.A. Av. Venezuela 247O Lima - Peru RUC 20100164010. Cod. Postal 15081 RSA H22 EUNAMNE YAO distribuido por Mondele Eouador C. LTDA  Av 10 de Agosto N36-239 y Naciones Unidas  Quito Fa A T ONTE INEN225 Monde DIENTES: Hanna de o foricana (hier a  zinc  tramina  nboflavinayacdo folico). china mastate (24%) 122  maAN A JE Soya lemuniana  Bacabonzate anla (vainilla azicar acete leantes acao de amonio  bicarbonatio de sodio  loslalo dian e2ucareido  suero de lecheencionat (estearoacilato na ME: T (GLUTEN)  DERIVADOS DE LECH Y SOYA ferma oborizante coewzia,en:fish en:gluten,,,-0.2066529411438092,en:e122,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/762/221/069/3501/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/762/221/069/3501/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/762/221/069/3501/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/762/221/069/3501/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/762/221/069/3501/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/762/221/069/3501/ingredients_en.5.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
