barcode,product_name,brands,pnns_groups_1,nutriscore_grade,additives_n,fat_100g,proteins_100g,salt_100g,sodium_100g,sugars_100g,energy_100g,carbohydrates_100g,ingredients_from_palm_oil_n,ingredients_that_may_be_from_palm_oil_n,url_openfoodfact,pred_log_reg,pred_tree,pred_rand_for,pred_ada_boost,pred_grad_boost,pred_xg_boost,pred_log_reg_descr,pred_tree_descr,pred_rand_for_descr,pred_ada_boost_descr,pred_grad_boost_descr,pred_xg_boost_descr,nutri_descr
'41250008545,Potato Chips,Meijer,Salty snacks,D,1,28.57,7.14,13.607,0.54428,7.14,2241.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041250008545,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41250038825,Peanut butter flavored baking chips  peanut butter,Meijer,Salty snacks,E,1,26.67,13.33,0.5,0.2,53.33,2230.0,53.33,0,0,https://world-fr.openfoodfacts.org/produit/0041250038825,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41250867807,Kettle cooked potato chips,Meijer,Salty snacks,D,3,28.57,7.14,14.275,0.571,7.14,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041250867807,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41262271098,Wise  dipsy doodles wavy corn chips  barbecue,Wise   Wise Foods  Inc.,Salty snacks,E,3,35.71,3.57,22.325,0.893,3.57,2389.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041262271098,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41262271173,Potato chips,Wise,Salty snacks,D,1,35.71,7.14,1.785,0.714,3.57,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041262271173,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41262271432,Flavored potato chips,Wise,Salty snacks,D,2,31.43,5.71,1.785,0.714,0.0,2151.0,51.43,0,0,https://world-fr.openfoodfacts.org/produit/0041262271432,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41262271470,Wise  potato chips  chili cheese dog,Wise   Wise Foods  Inc.,Salty snacks,D,1,31.43,5.71,18.575,0.743,0.0,2151.0,51.43,0,0,https://world-fr.openfoodfacts.org/produit/0041262271470,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41262273719,Doodles wavy corn chips,Wise,Salty snacks,E,4,37.5,4.17,22.925,0.917,4.17,2439.0,58.33,0,0,https://world-fr.openfoodfacts.org/produit/0041262273719,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41262277311,Ridgies Potato Chips,Wise,Salty snacks,D,6,33.33,7.14,1.845,0.738,4.76,2192.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041262277311,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41262278110,Wise  kettle cooked potato chips  tomato basil,Wise,Salty snacks,E,1,28.57,7.14,2.5,1.0,3.57,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041262278110,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41262278189,Wise  potato chips  chile limon,Wise,Salty snacks,E,4,35.71,7.14,21.425,0.857,0.0,2389.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041262278189,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41262278318,Wise  ridgies potato chips  dili pickle,Wise,Salty snacks,E,3,32.14,3.57,1.965,0.786,3.57,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041262278318,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41262278349,Ridged Potato Chips,Wise,Salty snacks,E,3,32.14,3.57,1.965,0.786,3.57,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041262278349,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41262278547,Kettle Cooked Potato Chips  Cracked Pepper,Wise   Wise Foods  Inc.,Salty snacks,,1,32.14,7.14,217.678,0.870712,0.0,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041262278547,D,E,D,D,D,D,Mauvaise qualité nutritionnelle,Très mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'41262278592,Ridged potato chips,Wise,Salty snacks,E,3,32.14,3.57,1.965,0.786,3.57,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041262278592,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41262281431,Potato chips,Wise,Salty snacks,D,3,35.71,3.57,16.975,0.679,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041262281431,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41262281462,Potato chips,Wise,Salty snacks,D,1,35.71,7.14,1.785,0.714,3.57,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041262281462,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41262281479,Potato chips,Wise,Salty snacks,E,3,35.71,7.14,2.59,1.036,0.0,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041262281479,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41262281769,Ridged Potato Chips,Wise Foods  Inc.,Salty snacks,E,6,35.71,7.14,1.875,0.75,3.57,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041262281769,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41262282414,Potato Chips,Wise Foods  Inc.,Salty snacks,D,1,32.14,7.14,1.785,0.714,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041262282414,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41262282421,Ridged potato chips,Wise,Salty snacks,E,3,32.14,3.57,1.965,0.786,3.57,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041262282421,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41262282551,Kettle cooked potato chips,Kettle   Wise,Salty snacks,D,2,32.14,7.14,16.075,0.643,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041262282551,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41262282582,Kettle cooked potato chips,Wise,Salty snacks,C,2,21.43,7.14,16.075,0.643,3.57,1941.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0041262282582,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41262283930,Potato Chips,Wise,Salty snacks,E,4,35.71,3.57,16.975,0.679,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041262283930,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41262285941,Wise  potato chips  sour cream & onion,Wise,Salty snacks,E,5,35.71,7.14,1.875,0.75,3.57,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041262285941,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41268161836,Hannaford  kettle cooked potato chips  salt & vinegar,Hannaford   Hannaford Bros. Co.,Salty snacks,D,4,25.0,3.57,23.225,0.929,3.57,1941.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041268161836,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41268161843,Hannaford  potato chips  mesquite barbecue,Hannaford   Hannaford Bros. Co.,Salty snacks,D,2,21.43,7.14,21.425,0.857,3.57,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041268161843,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41268191703,Hannaford  potato chips  barbecue,Hannaford   Hannaford Bros. Co.,Salty snacks,E,5,35.71,7.14,1.875,0.75,3.57,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041268191703,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41268191710,Hannaford  potato chips  barbecue,Hannaford   Hannaford Bros. Co.,Salty snacks,E,5,35.71,7.14,1.875,0.75,3.57,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041268191710,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41268191727,Hannaford  potato chips  sour cream & onion,Hannaford   Hannaford Bros. Co.,Salty snacks,E,6,35.71,7.14,1.875,0.75,3.57,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041268191727,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41268191734,Potato Chips  Sour Cream & Onion Artificially Flavored,Hannaford   Hannaford Bros. Co.,Salty snacks,,1,35.71,7.14,1.905,0.762,3.57,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041268191734,D,D,D,D,D,D,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'41268198641,Potato Chips  Salt & Vinegar,Hannaford   Hannaford Bros. Co.,Salty snacks,,4,35.71,3.57,208.534,0.834136,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041268198641,D,E,D,D,D,D,Mauvaise qualité nutritionnelle,Très mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'41268198658,Hannaford  potato chips  sour cream & onion,Hannaford   Hannaford Bros. Co.,Salty snacks,D,3,35.71,3.57,22.325,0.893,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041268198658,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41268198665,Potato Chips  Barbeque,Hannaford   Hannaford Bros. Co.,Salty snacks,,1,35.71,3.57,208.534,0.834136,7.14,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041268198665,E,E,D,D,E,D,Très mauvaise qualité nutritionnelle,Très mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Très mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'41270005623,Potato Chips,Iga,Salty snacks,D,1,35.71,7.14,1.34,0.536,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041270005623,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41270005715,Potato chips,Iga   Iga  Inc.,Salty snacks,D,5,32.14,7.14,22.325,0.893,0.0,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041270005715,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41270941020,Sweet Bread & Butter Chips,Iga,Salty snacks,,2,0.0,0.0,16.075,0.643,17.86,372.0,21.43,0,0,https://world-fr.openfoodfacts.org/produit/0041270941020,C,D,D,D,D,D,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'41303005316,Essential everyday  bread & butter chips,Essential Everyday,Salty snacks,,2,0.0,0.0,1.34,0.536,25.0,448.0,28.57,0,1,https://world-fr.openfoodfacts.org/produit/0041303005316,C,D,D,D,D,D,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'41303005361,Bread & butter chips  bread & butter,Essential Everyday,Salty snacks,,4,0.0,0.0,10.725,0.429,0.0,75.0,3.57,0,0,https://world-fr.openfoodfacts.org/produit/0041303005361,C,A,C,C,C,C,Qualité nutritionnelle moyenne,Très bonne qualité nutritionnelle,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'41303005514,Hamburger Dill Chips,Essential Everyday,Salty snacks,,3,0.0,0.0,33.025,1.321,0.0,0.0,0.0,0,1,https://world-fr.openfoodfacts.org/produit/0041303005514,C,C,C,C,C,C,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'41303005651,Hamburger Dill Chips,Essential Everyday,Salty snacks,,3,0.0,0.0,33.025,1.321,0.0,0.0,0.0,0,1,https://world-fr.openfoodfacts.org/produit/0041303005651,C,C,C,C,C,C,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'41303017784,Snack Mix Potato Chips,Essential Everyday,Salty snacks,D,4,11.67,6.67,18.325,0.733,10.0,1812.0,73.33,0,0,https://world-fr.openfoodfacts.org/produit/0041303017784,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303018651,Flavored chips,Essential Everyday,Salty snacks,E,1,26.67,13.33,0.5,0.2,53.33,2230.0,53.33,0,0,https://world-fr.openfoodfacts.org/produit/0041303018651,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41303037584,Sour Cream & Onion Potato Chips,Essential Everyday,Salty snacks,D,3,32.14,7.14,15.175,0.607,7.14,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041303037584,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303037645,Ranch tortilla chips  ranch,Essential Everyday   Supervalu  Inc.,Salty snacks,D,11,25.0,7.14,16.075,0.643,3.57,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0041303037645,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303047071,Kettle cooked potato chips,Kettle   Essential Everyday,Salty snacks,C,3,25.0,7.14,14.275,0.571,3.57,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041303047071,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41303047088,Kettle-cooked potato chips,Kettle   Essential Everyday,Salty snacks,D,1,21.43,7.14,23.225,0.929,0.0,1941.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0041303047088,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303047095,Kettle cooked potato chips,Kettle   Essential Everyday,Salty snacks,D,5,28.57,7.14,15.175,0.607,3.57,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041303047095,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303047101,Kettle cooked potato chips,Kettle   Essential Everyday,Salty snacks,B,1,21.43,7.14,10.725,0.429,3.57,1941.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0041303047101,,,,,,,,,,,,,Bonne qualité nutritionnelle
'41303047132,Restaurant style touch of lime tortilla chips  restaurant style  touch of lime,Essential Everyday,Salty snacks,D,3,25.0,7.14,15.175,0.607,3.57,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0041303047132,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303047187,Dill pickle flavored potato chips  dill pickle,Essential Everyday,Salty snacks,D,2,32.14,3.57,23.225,0.929,7.14,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041303047187,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303054741,Essential everyday  kettle chips  potato chips  sea salt & cracked pepper,Essential Everyday   Supervalu  Inc.,Salty snacks,D,1,25.0,7.14,21.425,0.857,0.0,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041303054741,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303059814,Essential everyday  potato chips  barbecue,Essential Everyday   Supervalu  Inc.,Salty snacks,D,4,35.71,7.14,22.325,0.893,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041303059814,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303059821,Flavored Tortilla Chips,Essential Everyday,Salty snacks,D,7,32.14,7.14,1.785,0.714,3.57,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041303059821,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303063811,Potato chips,Kettle   Essential Everyday,Salty snacks,D,3,25.0,7.14,21.425,0.857,3.57,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041303063811,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303063866,Essential everyday  kettle cooked potato chips  wasabi soy,Essential Everyday   Supervalu  Inc.,Salty snacks,D,1,25.0,7.14,16.075,0.643,3.57,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041303063866,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303063873,Essential everyday  ripple potato chips  loaded cheeseburger,Essential Everyday   Supervalu  Inc.,Salty snacks,D,1,32.14,7.14,15.175,0.607,3.57,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041303063873,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303063880,Sea salt & vinegar flavored potato chips  sea salt & vinegar,Essential Everyday   Supervalu  Inc.,Salty snacks,D,3,35.71,3.57,2.41,0.964,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041303063880,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303063897,Spicy nacho cheese tortilla chips  spicy nacho cheese,Essential Everyday   Supervalu  Inc.,Salty snacks,D,8,25.0,7.14,22.325,0.893,3.57,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0041303063897,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41303063903,Cheddar & sour cream wavy potato chips,Essential Everyday   Supervalu  Inc.,Salty snacks,B,7,10.0,2.0,0.5,0.2,2.0,669.0,15.0,0,0,https://world-fr.openfoodfacts.org/produit/0041303063903,,,,,,,,,,,,,Bonne qualité nutritionnelle
'41318190229,Hamburger dill chips  hamburger,Schnucks,Salty snacks,,5,0.0,0.0,33.025,1.321,0.0,0.0,0.0,0,1,https://world-fr.openfoodfacts.org/produit/0041318190229,C,C,C,C,C,C,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'41318190311,Hamburger Dill Chips,Schnucks,Salty snacks,,5,0.0,0.0,33.025,1.321,0.0,0.0,0.0,0,1,https://world-fr.openfoodfacts.org/produit/0041318190311,C,C,C,C,C,C,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'41318191752,Bread & butter chips  bread & butter,Schnucks,Salty snacks,,3,0.0,0.0,10.725,0.429,0.0,0.0,3.57,0,1,https://world-fr.openfoodfacts.org/produit/0041318191752,C,A,C,C,C,C,Qualité nutritionnelle moyenne,Très bonne qualité nutritionnelle,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'41318192384,Bread & butter chips  bread & butter,Schnucks,Salty snacks,,2,0.0,0.0,15.175,0.607,17.86,372.0,21.43,0,1,https://world-fr.openfoodfacts.org/produit/0041318192384,C,D,D,D,D,D,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'41318192407,Bread & butter chips  bread & butter,Schnucks,Salty snacks,,2,0.0,0.0,0.0,0.0,28.57,523.0,28.57,0,1,https://world-fr.openfoodfacts.org/produit/0041318192407,C,D,D,D,D,D,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'41368014223,Jones  Potato Chips  Sour Cream & Onion,Jones Potato Chip Company,Salty snacks,E,3,32.14,7.14,1.875,0.75,0.0,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041368014223,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41368014421,Jones  Potato Chips  Wavy Sour Cream & Onion,Jones Potato Chip Company,Salty snacks,E,3,32.14,7.14,1.875,0.75,0.0,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041368014421,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41368016227,Sour cream & onions potato chips,Jones',Salty snacks,D,3,28.57,7.14,15.175,0.607,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041368016227,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41368016418,Potato chips,Jones',Salty snacks,E,2,28.57,7.14,1.875,0.75,7.14,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041368016418,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41368016432,Potato chips,Jones',Salty snacks,E,4,28.57,7.14,58.025,2.321,0.0,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041368016432,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41368140618,Honey bbq flavored potato chips,Nicks,Salty snacks,D,3,25.0,7.14,1.25,0.5,14.29,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0041368140618,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41368140625,Potato chips,Nicks,Salty snacks,E,3,32.14,7.14,1.875,0.75,0.0,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041368140625,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41368141318,Potato chips,Nicks,Salty snacks,D,6,35.71,7.14,16.075,0.643,3.57,2389.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041368141318,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41368141615,Potato chips,Nicks,Salty snacks,D,1,28.57,7.14,16.975,0.679,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041368141615,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41449470108,Tortilla chips,Continental Mills  Inc.,Salty snacks,D,1,42.86,3.57,14.275,0.571,0.0,2389.0,39.29,0,0,https://world-fr.openfoodfacts.org/produit/0041449470108,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41449470115,Buck Wild  Tortilla Chips  Jalapeno Jack,Continental Mills  Inc.,Salty snacks,D,1,42.35,4.71,14.125,0.565,0.0,2364.0,42.35,0,0,https://world-fr.openfoodfacts.org/produit/0041449470115,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41449470122,Buck Wild  Tortilla Chips  Korean Bbq,Continental Mills  Inc.,Salty snacks,C,6,35.71,3.57,15.175,0.607,3.57,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041449470122,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41449470153,Tortilla Chips,Continental Mills  Inc.,Salty snacks,C,5,35.71,3.57,15.175,0.607,3.57,2243.0,46.43,0,0,https://world-fr.openfoodfacts.org/produit/0041449470153,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41449471709,Buck Wild  Tortilla Chips  Garlic Sea Salt,Continental Mills  Inc.,Salty snacks,D,1,32.14,3.57,14.275,0.571,3.57,2092.0,46.43,0,0,https://world-fr.openfoodfacts.org/produit/0041449471709,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41449471716,Buck Wild  Tortilla Chips,Continental Mills  Inc.,Salty snacks,D,7,32.14,3.57,16.075,0.643,3.57,2092.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041449471716,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41497004249,Kettle style potato chips,Weis,Salty snacks,D,1,32.14,7.14,16.075,0.643,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041497004249,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41497004461,Wavy sour cream & onion flavored potato chips,Weis Quality,Salty snacks,E,4,32.14,7.14,2.41,0.964,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041497004461,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
